,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Grammar_Error_Count
393,16,426,1913,3.694835681,69,39,12,3,19,65,2
394,10,165,672,3.206060606,24,23,14,6,4,28,0
395,11,211,940,3.559241706,30,31,8,8,10,35,0
396,5,49,220,3.612244898,8,8,3,0,4,7,0
397,16,315,1367,3.447619048,53,50,10,11,13,51,1
398,9,107,461,3.429906542,15,23,6,3,3,13,0
399,24,292,1228,3.431506849,40,49,11,10,9,30,0
400,9,193,820,3.32642487,30,25,8,9,19,25,0
401,19,270,1139,3.403703704,34,45,10,7,16,39,1
402,10,168,756,3.613095238,23,27,7,5,7,12,1
403,7,104,495,3.875,15,18,5,2,6,19,0
404,14,178,846,3.91011236,20,29,6,6,13,19,1
405,5,193,802,3.21761658,29,27,5,5,13,27,1
406,7,179,790,3.502793296,32,16,5,10,8,55,2
407,15,237,989,3.375527426,36,28,13,11,13,34,1
408,7,97,378,3,14,11,5,6,3,13,1
409,11,215,1069,4.08372093,31,36,13,8,12,23,1
410,1,105,478,3.6,12,19,7,3,8,15,0
411,9,104,447,3.403846154,10,15,8,1,9,17,0
412,14,405,1941,3.97037037,63,64,21,15,30,45,1
413,9,124,536,3.403225806,18,23,3,5,9,22,0
414,2,45,203,3.622222222,6,8,2,5,2,10,0
415,11,436,2025,3.743119266,89,54,12,31,27,60,0
416,7,105,461,3.457142857,19,12,7,0,3,18,1
417,20,181,659,2.839779006,16,20,8,5,10,21,1
418,9,107,446,3.271028037,14,13,2,6,10,17,1
419,8,456,1920,3.331140351,58,43,28,22,42,74,1
420,12,191,837,3.497382199,29,24,7,6,12,28,1
421,11,167,777,3.748502994,23,29,14,4,12,17,1
422,9,166,695,3.28313253,33,17,7,12,11,24,0
423,10,195,791,3.256410256,29,21,5,5,13,24,0
424,8,128,603,3.2421875,16,20,6,3,4,18,0
425,25,382,1576,3.316753927,43,42,29,10,29,64,0
426,15,151,633,3.317880795,21,19,10,2,7,29,0
427,7,158,701,3.5,23,15,7,6,9,34,4
428,35,435,1685,3.105747126,50,58,22,11,25,66,0
429,18,277,1218,3.501805054,45,44,16,10,14,41,0
430,27,372,1515,3.360215054,37,48,21,7,16,24,1
431,6,156,679,3.474358974,17,21,6,14,9,24,0
432,7,106,472,3.594339623,16,8,4,4,12,19,2
433,31,563,2363,3.387211368,72,75,25,10,21,66,2
434,6,112,525,3.776785714,11,21,7,5,3,20,0
435,6,89,403,3.696629213,13,14,7,3,6,9,1
436,13,206,852,3.32038835,27,24,10,11,13,30,1
437,17,318,1220,3.119496855,37,42,11,5,15,37,1
438,4,83,376,3.662650602,7,9,8,4,5,11,1
439,16,323,1444,3.616099071,48,33,13,9,27,70,0
440,16,242,968,3.115702479,42,33,5,12,9,54,2
441,15,261,1255,3.961685824,29,38,18,7,16,27,2
442,5,67,317,3.895522388,12,4,5,2,3,9,0
443,3,68,303,3.544117647,10,9,6,2,3,10,0
444,14,345,1433,3.414492754,48,43,16,6,15,23,0
445,6,155,660,3.367741935,26,21,2,4,5,21,1
446,21,307,1409,3.745928339,51,38,9,9,11,62,2
447,15,262,1109,3.339694656,34,44,8,17,10,38,3
448,9,159,706,3.622641509,24,21,6,5,11,25,0
449,13,209,871,3.272727273,38,26,8,9,11,41,2
450,16,227,995,3.50660793,36,37,12,12,15,36,1
451,14,313,1325,3.306709265,36,54,17,21,15,49,0
452,15,298,1355,3.687919463,56,38,11,18,19,58,1
453,3,135,657,3.985185185,17,30,8,11,4,20,0
454,8,172,796,3.726744186,22,25,13,8,13,26,2
455,9,171,779,3.684210526,24,22,8,6,11,23,1
456,15,277,1171,3.317689531,41,37,15,13,11,56,4
457,9,214,916,3.462616822,25,28,11,9,8,19,0
458,10,226,976,3.314159292,22,31,11,8,2,37,0
459,6,56,222,3.125,6,6,5,1,2,9,0
460,2,15,58,3.2,1,1,2,0,2,2,0
461,9,196,848,3.469387755,20,35,13,4,13,25,0
462,7,100,452,3.68,14,18,2,7,3,13,0
463,7,99,443,3.636363636,11,21,7,4,8,13,2
464,24,263,1092,3.273764259,51,28,5,5,21,50,0
465,2,44,205,3.75,7,5,3,3,2,8,0
466,5,101,456,3.603960396,18,17,7,3,1,12,0
467,13,184,769,3.298913043,24,25,7,14,16,24,1
468,12,179,710,3.156424581,19,29,9,3,9,28,0
469,7,109,452,3.266055046,15,14,5,3,8,23,0
470,6,82,319,3.109756098,14,7,3,2,4,13,0
471,24,427,1629,3.119437939,60,47,7,15,7,43,3
472,17,305,1321,3.518032787,37,44,17,12,16,46,0
473,3,108,476,3.5,19,17,3,4,3,19,1
474,4,63,264,3.26984127,8,6,6,3,3,7,0
475,8,111,441,3.144144144,8,12,5,8,3,17,0
476,4,106,448,3.320754717,13,17,3,4,6,26,1
477,12,218,914,3.357798165,40,31,8,7,11,22,5
478,24,295,1215,3.308474576,37,37,14,7,22,42,0
479,2,51,190,2.882352941,5,4,2,3,1,13,0
480,18,260,1052,3.180769231,36,30,11,9,17,51,0
481,6,93,381,3.258064516,13,15,5,5,5,14,0
482,2,51,209,3.156862745,8,7,1,0,3,10,1
483,3,71,289,3.197183099,9,13,3,3,3,13,2
484,8,234,878,3.081196581,32,17,2,4,16,26,1
485,15,333,1444,3.444444444,53,46,15,7,14,60,0
486,8,269,1235,3.713754647,29,39,7,18,12,29,0
487,4,116,515,3.482758621,22,10,7,9,11,20,1
488,12,239,1044,3.456066946,35,31,9,16,15,55,1
489,7,109,427,3.23853211,8,12,11,5,7,10,0
490,2,87,396,3.597701149,9,11,5,4,5,19,0
491,6,85,323,2.917647059,14,7,2,3,8,17,0
492,13,321,1366,3.439252336,41,42,17,11,18,29,1
493,15,220,884,3.140909091,37,28,7,13,21,39,0
494,15,340,1397,3.326470588,49,35,15,13,16,34,1
495,29,296,1220,3.297297297,31,44,14,9,15,37,1
496,7,203,892,3.541871921,25,40,8,8,10,24,1
497,8,220,1019,3.709090909,32,20,9,16,27,46,0
498,13,293,1199,3.269624573,52,34,10,11,12,41,2
499,7,157,657,3.312101911,25,16,7,5,12,32,1
500,11,109,404,2.972477064,11,14,4,2,5,17,0
501,32,334,1398,3.44011976,44,42,9,10,27,39,3
502,17,215,950,3.581395349,29,29,10,10,17,20,1
503,14,204,901,3.558823529,34,27,12,7,7,29,2
504,20,329,1363,3.316109422,50,50,13,13,13,46,2
505,8,229,983,3.401746725,30,34,6,11,5,39,0
506,9,220,938,3.45,29,23,15,14,14,34,1
507,15,142,600,3.394366197,20,20,7,5,9,27,0
508,6,102,487,3.852941176,12,18,10,4,10,10,1
509,4,127,603,3.787401575,16,23,9,6,6,22,1
510,11,283,1225,3.473498233,45,36,12,9,20,41,1
511,35,309,1302,3.475728155,42,33,3,15,12,35,1
512,17,333,1578,3.843843844,52,55,17,16,19,47,0
513,5,78,337,3.41025641,9,14,3,3,3,14,1
514,6,110,521,3.836363636,13,17,4,5,8,17,0
515,11,154,651,3.344155844,23,23,7,4,6,25,1
516,13,218,917,3.344036697,33,32,10,10,15,32,6
517,4,49,231,3.87755102,5,11,3,2,2,5,0
518,3,174,729,3.25862069,30,27,4,11,4,37,2
519,7,145,617,3.386206897,19,25,3,8,2,27,0
520,11,157,740,3.802547771,26,22,8,5,7,21,4
521,4,110,473,3.381818182,18,12,3,6,3,21,1
522,27,400,1648,3.34,55,59,15,8,16,48,0
523,6,170,760,3.576470588,28,30,10,5,6,23,0
524,14,279,1127,3.189964158,48,36,15,12,17,47,0
525,12,192,763,3.104166667,18,33,10,11,5,25,0
526,10,114,485,3.456140351,15,17,8,3,2,15,0
527,2,44,215,3.954545455,8,8,1,0,0,5,0
528,5,130,586,3.561538462,17,15,10,5,9,17,1
529,15,260,1006,3.011538462,31,29,8,19,10,57,0
530,12,186,838,3.612903226,26,30,12,6,15,26,0
531,14,202,828,3.207920792,30,29,4,6,16,40,0
532,6,132,553,3.257575758,25,20,4,6,8,23,4
533,13,237,940,3.151898734,34,29,14,10,7,36,1
534,9,238,986,3.323529412,37,31,8,5,13,46,0
535,12,237,924,3.080168776,28,33,11,6,11,33,3
536,4,96,389,3.125,14,13,5,3,3,19,0
537,19,348,1423,3.316091954,53,42,12,18,15,29,0
538,4,54,231,3.481481481,9,9,2,0,1,11,0
539,21,242,986,3.289256198,44,29,6,7,18,36,0
540,4,75,315,3.266666667,15,12,3,2,3,14,0
541,10,166,718,3.457831325,15,24,13,2,5,28,1
542,1,147,683,3.693877551,18,20,4,14,15,24,2
543,28,411,1707,3.316301703,56,56,19,7,22,56,0
544,14,182,725,3.10989011,27,28,5,6,6,35,0
545,14,175,765,3.508571429,23,21,15,8,14,22,1
546,23,237,1010,3.421940928,31,36,10,6,20,35,1
547,9,153,642,3.352941176,24,20,9,7,3,28,0
548,20,312,1406,3.644230769,46,50,18,3,13,41,1
549,4,50,239,3.88,6,12,0,0,1,9,2
550,16,272,1170,3.477941176,44,44,11,11,9,44,2
551,7,169,698,3.24852071,30,17,12,7,8,32,0
552,27,382,1530,3.19895288,61,56,14,11,25,59,2
553,7,87,361,3.252873563,16,13,5,3,5,14,0
554,6,112,491,3.455357143,18,17,2,2,3,26,0
555,9,124,465,2.903225806,18,16,5,0,2,21,3
556,6,232,895,3.112068966,28,28,10,11,12,47,0
557,24,285,1206,3.375438596,47,37,17,9,13,44,2
558,1,116,511,3.534482759,8,18,7,1,4,28,2
559,20,354,1453,3.307909605,58,40,14,4,15,45,0
560,6,122,475,3.172131148,10,9,4,1,8,14,0
561,13,257,1059,3.221789883,40,30,12,7,14,39,0
562,11,171,697,3.233918129,26,18,6,5,13,31,1
563,21,275,1094,3.163636364,32,34,11,11,11,50,0
564,22,365,1530,3.309589041,65,48,9,21,26,65,0
565,10,207,913,3.516908213,27,30,6,6,8,30,2
566,34,435,1870,3.508045977,58,63,18,4,29,44,0
567,17,275,1200,3.469090909,38,32,15,7,15,45,1
568,9,108,429,3.12037037,16,11,3,2,7,10,0
569,11,269,1132,3.382899628,34,39,14,3,13,42,3
570,6,108,475,3.509259259,15,18,3,3,7,18,0
571,2,45,189,3.266666667,6,7,3,2,3,9,1
572,20,293,1312,3.607508532,40,36,11,7,28,38,0
573,5,91,395,3.450549451,12,16,8,2,5,12,0
574,9,139,595,3.438848921,16,18,8,5,9,20,0
575,9,89,383,3.471910112,11,14,3,2,9,9,0
576,9,325,1493,3.701538462,53,47,16,12,23,54,1
577,6,90,387,3.4,10,15,5,5,7,12,0
578,11,200,863,3.435,23,27,13,6,9,29,1
579,7,105,434,3.314285714,12,10,7,3,6,15,1
580,13,288,1138,3.159722222,47,35,9,9,13,35,0
581,5,166,700,3.343373494,18,18,13,10,8,29,0
582,1,57,266,3.719298246,5,8,6,3,2,11,0
583,17,307,1360,3.605863192,43,49,9,9,14,27,2
584,34,335,1324,3.11641791,48,40,12,10,13,58,0
585,30,429,1781,3.351981352,67,59,13,6,13,68,0
586,10,138,574,3.31884058,23,14,7,8,5,35,0
587,5,125,517,3.248,17,16,5,9,9,23,2
588,19,249,995,3.144578313,45,26,7,12,14,38,1
589,8,136,599,3.514705882,21,23,6,4,7,20,0
590,2,37,188,4.135135135,5,5,1,1,3,6,0
591,8,118,453,2.974576271,18,9,6,5,5,24,1
592,2,66,299,3.590909091,12,8,3,6,5,8,0
593,25,240,1014,3.433333333,35,40,7,5,8,35,0
594,10,121,496,3.314049587,17,21,8,3,9,13,0
595,4,80,337,3.3625,14,15,5,1,3,12,1
596,8,267,1091,3.235955056,37,30,13,2,12,42,1
597,9,96,412,3.427083333,13,10,10,10,1,18,0
598,5,138,552,3.166666667,24,12,3,6,4,33,1
599,7,95,392,3.252631579,15,12,3,4,9,18,2
600,8,113,469,3.283185841,16,13,7,2,5,15,0
601,30,349,1514,3.510028653,46,58,13,10,24,44,1
602,2,82,349,3.292682927,12,11,4,4,3,17,0
603,13,316,1459,3.708860759,57,39,15,14,16,56,0
604,18,168,691,3.244047619,19,18,15,0,8,23,0
605,8,147,622,3.37414966,21,25,7,3,8,18,1
606,6,92,358,3.119565217,13,13,5,3,5,10,0
607,11,157,679,3.439490446,24,22,9,3,9,28,0
608,7,116,456,3.112068966,19,19,0,3,7,21,1
609,20,261,1117,3.436781609,40,25,11,13,24,36,0
610,1,233,1119,3.836909871,32,40,14,9,26,28,0
611,22,268,1131,3.369402985,45,28,7,8,15,44,0
612,21,253,1032,3.185770751,47,30,5,12,14,57,4
613,7,74,313,3.459459459,6,10,0,1,3,6,0
614,22,326,1386,3.490797546,40,35,15,7,19,39,2
615,22,262,1063,3.244274809,40,33,9,9,10,34,4
616,8,142,572,3.112676056,30,15,4,6,8,30,0
617,5,140,601,3.392857143,19,21,4,7,12,19,1
618,6,53,231,3.490566038,7,11,1,0,3,8,1
619,12,221,991,3.678733032,38,30,5,4,4,28,1
620,2,49,207,3.306122449,12,7,1,4,1,9,0
621,17,405,1654,3.279012346,66,59,10,18,11,53,1
622,1,118,501,3.313559322,12,18,7,8,10,11,0
623,9,195,919,3.825641026,28,33,14,7,8,26,0
624,3,89,382,3.415730337,11,18,2,4,7,19,1
625,7,98,397,3.204081633,11,12,6,3,6,18,0
626,9,147,628,3.401360544,14,27,6,5,12,19,1
627,11,226,1036,3.836283186,31,17,12,5,14,22,1
628,4,83,350,3.34939759,9,13,4,0,2,13,1
629,9,190,797,3.347368421,32,28,2,3,5,29,4
630,12,133,467,2.593984962,9,15,4,3,4,21,1
631,10,62,217,2.822580645,4,6,4,2,1,5,0
632,8,88,443,4.147727273,11,19,3,1,7,7,0
633,16,281,1103,3.103202847,34,34,9,9,12,46,0
634,5,120,519,3.45,16,13,6,4,5,18,0
635,6,62,284,3.725806452,8,10,8,1,2,8,0
636,10,246,1165,3.784552846,36,41,18,13,15,35,2
637,8,145,743,4.227586207,23,25,6,2,8,14,0
638,23,254,1153,3.700787402,30,37,8,6,18,31,3
639,22,546,2381,3.485347985,82,71,22,19,32,100,3
640,16,183,809,3.546448087,15,25,15,4,16,24,0
641,19,273,1203,3.52014652,43,47,17,13,11,32,2
642,15,151,685,3.675496689,24,30,8,3,7,18,0
643,34,404,1728,3.477722772,46,54,20,10,21,54,0
644,8,215,966,3.590697674,25,34,11,14,13,31,1
645,26,348,1392,3.143678161,37,43,19,13,22,57,1
646,18,228,960,3.328947368,32,37,15,7,14,41,3
647,8,173,714,3.300578035,17,24,11,8,14,19,0
648,9,134,689,4.28358209,19,25,12,5,3,12,0
649,43,530,2234,3.550943396,67,45,9,12,20,34,2
650,19,368,1584,3.475543478,51,52,21,13,22,45,1
651,9,191,815,3.392670157,25,26,13,9,6,41,0
652,25,525,2276,3.571428571,69,70,19,12,24,40,7
653,16,183,810,3.557377049,27,38,3,6,10,28,1
654,4,143,605,3.41958042,27,17,5,4,7,17,3
655,19,234,951,3.324786325,34,13,10,5,15,41,0
656,1,84,366,3.511904762,17,14,1,4,2,17,2
657,9,111,457,3.252252252,14,17,9,4,4,18,0
658,20,304,1238,3.279605263,44,34,15,5,14,54,1
659,15,261,1138,3.501915709,44,42,9,14,5,36,0
660,15,137,487,2.941605839,18,8,3,0,3,14,0
661,11,176,781,3.528409091,27,26,6,4,16,23,0
662,13,175,782,3.6,22,27,15,2,13,27,0
663,14,238,1058,3.571428571,34,27,18,8,25,34,2
664,8,221,854,3.036199095,33,26,11,12,14,38,0
665,12,126,471,3.023809524,18,15,6,1,7,23,0
666,27,342,1432,3.307017544,55,30,21,8,39,55,2
667,4,114,554,3.973684211,17,15,6,6,11,19,0
668,8,173,705,3.219653179,20,24,6,3,8,23,2
669,24,408,1733,3.448529412,65,48,18,22,28,55,0
670,18,261,1073,3.252873563,29,40,12,11,11,44,0
671,30,537,2244,3.34264432,71,72,26,19,35,85,2
672,10,77,280,2.818181818,13,14,1,2,1,15,2
673,14,362,1628,3.629834254,45,48,16,12,18,32,2
674,10,180,716,3.122222222,22,22,16,7,1,30,1
675,6,70,294,3.328571429,9,7,2,1,2,11,0
676,15,211,896,3.417061611,23,32,13,7,13,22,0
677,26,365,1521,3.273972603,60,49,9,11,15,65,2
678,8,143,524,2.993006993,15,15,8,5,4,16,0
679,20,319,1443,3.655172414,41,44,16,15,26,53,2
680,22,226,938,3.327433628,27,35,9,3,9,39,0
681,9,269,1175,3.49070632,41,23,9,10,22,48,0
682,15,365,1562,3.369863014,52,51,16,16,27,63,4
683,5,80,331,3.275,14,11,3,2,8,16,1
684,14,228,988,3.464912281,31,22,12,10,16,41,1
685,13,188,761,3.228723404,30,26,2,9,19,32,0
686,7,191,853,3.570680628,27,25,7,11,15,42,0
687,10,155,666,3.425806452,16,25,6,3,7,21,1
688,28,458,1820,3.229257642,67,30,17,22,28,63,0
689,8,143,688,3.923076923,19,13,10,9,8,26,0
690,4,89,390,3.460674157,17,14,4,4,4,9,0
691,6,127,530,3.267716535,19,18,3,10,2,28,1
692,6,76,312,3.223684211,14,11,2,1,9,14,0
693,5,142,592,3.23943662,22,19,8,3,9,26,0
694,13,214,959,3.607476636,28,26,13,6,13,36,1
695,13,189,812,3.380952381,29,17,14,8,14,32,1
696,26,591,2332,3.147208122,92,54,16,11,22,105,2
697,11,257,1102,3.404669261,46,38,9,9,13,40,3
698,15,207,824,3.120772947,31,24,9,7,9,48,0
699,6,169,707,3.319526627,26,18,6,9,8,33,0
700,9,134,512,3.044776119,23,14,2,4,7,18,0
701,8,101,409,3.217821782,10,14,9,3,8,13,0
702,7,136,591,3.455882353,17,24,2,9,8,26,0
703,16,166,714,3.451807229,24,28,6,5,9,23,0
704,12,214,968,3.682242991,27,46,13,6,5,27,0
705,8,135,552,3.192592593,15,14,9,3,12,26,0
706,13,200,851,3.38,24,28,13,8,17,26,2
707,8,121,531,3.520661157,14,16,5,2,9,20,0
708,20,190,745,3.142105263,28,22,10,4,9,36,0
709,17,301,1351,3.671096346,41,45,12,7,8,26,3
710,4,157,672,3.375796178,20,19,8,11,7,26,2
711,10,130,544,3.292307692,14,16,11,5,7,23,2
712,5,78,385,4.038461538,14,15,2,2,0,10,1
713,8,94,385,3.223404255,15,14,1,4,11,8,0
714,24,363,1592,3.556473829,48,56,17,7,29,47,1
715,17,247,1009,3.28340081,33,35,13,10,19,50,0
716,10,160,710,3.55625,25,19,8,3,8,26,0
717,8,171,685,3.210526316,22,17,9,12,7,23,0
718,11,180,829,3.716666667,32,32,9,3,8,25,1
719,11,257,1086,3.365758755,37,34,13,12,13,42,2
720,5,135,578,3.414814815,14,19,7,4,4,21,0
721,7,192,834,3.442708333,28,29,9,11,10,27,0
722,14,231,1009,3.445887446,36,36,11,8,13,40,1
723,6,99,443,3.555555556,15,5,12,5,10,17,1
724,14,184,751,3.277173913,21,24,8,6,20,26,2
725,9,154,673,3.538961039,18,24,8,7,12,18,1
726,15,204,816,3.147058824,31,34,6,11,4,29,1
727,9,347,1449,3.250720461,46,50,8,16,24,46,1
728,9,233,967,3.369098712,32,37,5,7,3,26,1
729,14,259,1071,3.359073359,32,28,11,13,9,35,0
730,25,473,2042,3.414376321,72,86,16,17,28,70,1
731,20,237,993,3.329113924,39,27,13,9,15,41,0
732,10,115,511,3.573913043,17,11,10,4,11,24,0
733,8,190,764,3.1,30,20,14,8,10,41,1
734,16,325,1416,3.52,42,42,16,10,21,49,0
735,43,701,2819,3.256776034,97,85,28,26,39,90,6
736,3,61,260,3.37704918,12,12,1,2,0,13,1
737,10,163,715,3.484662577,17,29,10,7,11,25,0
738,5,189,768,3.26984127,29,25,5,7,7,32,1
739,9,145,616,3.4,21,20,7,3,6,22,2
740,9,151,656,3.483443709,14,19,12,10,19,17,0
741,9,138,569,3.268115942,17,27,1,9,6,22,2
742,19,332,1346,3.271084337,41,40,21,16,15,41,0
743,19,265,1206,3.426415094,30,31,19,6,14,38,0
744,18,245,1090,3.665306122,34,31,10,6,16,14,1
745,24,356,1607,3.691011236,49,38,27,17,12,46,0
746,7,118,494,3.279661017,19,14,6,3,7,19,2
747,6,114,524,3.736842105,16,20,4,2,3,25,0
748,7,208,923,3.572115385,28,35,7,7,9,34,1
749,10,290,1229,3.393103448,46,27,11,11,16,48,0
750,10,172,665,3.127906977,27,21,4,5,5,18,0
751,28,356,1509,3.384831461,42,46,24,11,10,54,5
752,20,287,1151,3.167247387,36,36,11,9,7,45,0
753,8,225,964,3.337777778,30,29,8,20,22,42,0
754,7,211,941,3.601895735,35,36,6,9,8,29,1
755,6,49,223,3.714285714,6,8,3,1,1,6,0
756,17,233,979,3.339055794,28,29,14,3,7,39,1
757,23,461,1926,3.414316703,48,59,36,10,24,40,0
758,8,134,584,3.52238806,14,18,7,3,14,20,0
759,7,133,526,3.022556391,13,25,8,2,4,18,1
760,13,168,699,3.285714286,27,25,7,6,11,26,1
761,22,288,1240,3.489583333,38,46,12,7,20,43,0
762,3,74,314,3.310810811,10,11,5,2,5,13,0
763,8,115,533,3.782608696,13,23,4,3,5,12,1
764,8,129,648,4.131782946,20,22,10,2,3,15,0
765,27,323,1305,3.173374613,45,29,23,5,15,63,3
766,8,140,603,3.385714286,17,22,9,6,6,19,3
767,19,365,1387,3.082191781,52,36,14,16,11,59,2
768,7,190,841,3.547368421,30,16,16,13,10,35,1
769,19,278,1127,3.471223022,43,27,6,7,9,21,1
770,10,291,1285,3.5395189,52,36,9,15,24,52,3
771,9,192,808,3.359375,20,29,13,7,10,36,0
772,5,99,408,3.252525253,12,16,3,4,0,13,0
773,20,246,1000,3.280487805,34,28,8,1,11,30,1
774,19,289,1148,3.197231834,45,42,11,5,8,41,3
775,15,178,688,3.005617978,16,25,14,3,9,22,0
776,14,155,604,3.148387097,21,11,6,5,6,27,0
777,12,252,1065,3.349206349,38,40,6,12,10,45,0
778,8,240,1058,3.495833333,30,37,12,11,16,40,3
779,5,224,960,3.428571429,32,25,13,10,16,33,2
780,15,204,851,3.333333333,33,31,3,5,5,30,0
781,32,415,1676,3.281927711,69,43,15,19,21,33,1
782,4,91,400,3.450549451,9,16,5,4,3,14,0
783,4,98,414,3.357142857,10,17,9,2,5,15,0
784,11,301,1265,3.255813953,52,43,6,18,25,61,2
785,8,162,704,3.5,27,29,6,4,6,20,0
786,14,298,1232,3.298657718,49,39,5,10,9,59,2
787,14,226,1073,3.89380531,31,30,7,10,12,33,2
